Macros,Netlist,HPWL
"[(131, 64), (53, 144), (85, 81), (78, 67), (144, 63), (136, 144), (119, 61), (125, 104), (54, 53), (61, 77), (79, 114), (127, 53), (121, 75), (141, 133), (139, 119), (103, 78), (107, 125), (85, 50), (147, 70), (139, 104), (93, 85), (69, 77), (147, 93), (63, 61), (98, 62), (95, 94), (127, 83), (55, 143), (108, 118), (65, 98), (60, 120), (87, 130), (129, 96), (123, 74), (140, 58), (55, 134), (79, 148), (87, 60), (79, 62), (98, 85), (108, 131), (96, 70), (97, 95), (76, 135), (84, 139), (137, 132), (59, 127), (131, 71), (118, 143), (81, 70), (109, 98), (84, 131), (138, 121), (78, 137)]","[(0, 27), (1, 36), (2, 45), (3, 49), (4, 32), (5, 22), (6, 17), (7, 14), (8, 12), (9, 25), (10, 16), (11, 13), (15, 43), (18, 31), (19, 41), (20, 42), (21, 40), (23, 33), (24, 53), (26, 47), (28, 50), (29, 37), (30, 51), (34, 52), (35, 44), (38, 39), (46, 48)]",35198.10453888769
"[(131, 64), (53, 144), (85, 81), (78, 67), (144, 63), (136, 144), (119, 61), (125, 104), (54, 53), (61, 77), (79, 114), (127, 53), (121, 75), (141, 133), (139, 119), (103, 78), (107, 125), (85, 50), (147, 70), (139, 104), (93, 85), (69, 77), (147, 93), (63, 61), (98, 62), (95, 94), (127, 83), (55, 143), (108, 118), (65, 98), (60, 120), (87, 130)]","[(0, 14), (1, 17), (2, 27), (3, 10), (4, 26), (5, 16), (6, 24), (7, 30), (8, 19), (9, 21), (11, 28), (12, 20), (13, 25), (15, 23), (18, 29), (22, 31)]",12958.577928023418
"[(131, 64), (53, 144), (85, 81), (78, 67), (144, 63), (136, 144), (119, 61), (125, 104), (54, 53), (61, 77), (79, 114), (127, 53), (121, 75), (141, 133), (139, 119), (103, 78), (107, 125), (85, 50), (147, 70), (139, 104), (93, 85), (69, 77), (147, 93), (63, 61), (98, 62), (95, 94), (127, 83), (55, 143), (108, 118), (65, 98), (60, 120), (87, 130), (129, 96), (123, 74), (140, 58), (55, 134), (79, 148), (87, 60)]","[(0, 24), (1, 36), (2, 7), (3, 30), (4, 29), (5, 6), (8, 21), (9, 35), (10, 33), (11, 26), (12, 23), (13, 37), (14, 34), (15, 28), (16, 31), (17, 32), (18, 20), (19, 22), (25, 27)]",16589.471533428838
"[(131, 64), (53, 144), (85, 81), (78, 67), (144, 63), (136, 144), (119, 61), (125, 104), (54, 53), (61, 77), (79, 114), (127, 53), (121, 75), (141, 133), (139, 119), (103, 78), (107, 125), (85, 50), (147, 70), (139, 104)]","[(0, 18), (1, 12), (2, 9), (3, 15), (4, 17), (5, 14), (6, 8), (7, 16), (10, 11), (13, 19)]",3585.864404577445
"[(131, 64), (53, 144), (85, 81), (78, 67), (144, 63), (136, 144), (119, 61), (125, 104), (54, 53), (61, 77), (79, 114), (127, 53), (121, 75), (141, 133), (139, 119), (103, 78), (107, 125), (85, 50), (147, 70), (139, 104), (93, 85), (69, 77), (147, 93), (63, 61), (98, 62), (95, 94), (127, 83), (55, 143)]","[(0, 19), (1, 27), (2, 15), (3, 13), (4, 9), (5, 6), (7, 16), (8, 25), (10, 11), (12, 20), (14, 24), (17, 22), (18, 21), (23, 26)]",9309.911056458386
"[(131, 64), (53, 144), (85, 81), (78, 67), (144, 63), (136, 144), (119, 61), (125, 104), (54, 53), (61, 77), (79, 114), (127, 53), (121, 75), (141, 133), (139, 119), (103, 78), (107, 125), (85, 50), (147, 70), (139, 104), (93, 85), (69, 77), (147, 93), (63, 61), (98, 62), (95, 94), (127, 83), (55, 143), (108, 118), (65, 98), (60, 120), (87, 130), (129, 96), (123, 74), (140, 58), (55, 134), (79, 148), (87, 60), (79, 62), (98, 85), (108, 131), (96, 70), (97, 95), (76, 135), (84, 139), (137, 132), (59, 127), (131, 71), (118, 143), (81, 70), (109, 98), (84, 131), (138, 121), (78, 137), (91, 148), (149, 57), (79, 54), (90, 101), (84, 58), (77, 122), (141, 90), (77, 133), (113, 100), (132, 108)]","[(0, 41), (1, 58), (2, 12), (3, 32), (4, 52), (5, 24), (6, 8), (7, 62), (9, 29), (10, 48), (11, 46), (13, 26), (14, 22), (15, 55), (16, 18), (17, 53), (19, 42), (20, 43), (21, 36), (23, 31), (25, 50), (27, 33), (28, 47), (30, 37), (34, 60), (35, 39), (38, 59), (40, 45), (44, 57), (49, 51), (54, 63), (56, 61)]",56851.715717376224
"[(131, 64), (53, 144), (85, 81), (78, 67), (144, 63), (136, 144), (119, 61), (125, 104), (54, 53), (61, 77), (79, 114), (127, 53), (121, 75), (141, 133), (139, 119), (103, 78), (107, 125), (85, 50), (147, 70), (139, 104), (93, 85), (69, 77), (147, 93), (63, 61), (98, 62), (95, 94), (127, 83), (55, 143), (108, 118), (65, 98), (60, 120), (87, 130), (129, 96), (123, 74), (140, 58), (55, 134), (79, 148), (87, 60), (79, 62), (98, 85), (108, 131), (96, 70), (97, 95), (76, 135), (84, 139), (137, 132), (59, 127), (131, 71), (118, 143), (81, 70), (109, 98), (84, 131), (138, 121), (78, 137)]","[(0, 39), (1, 27), (2, 11), (3, 19), (4, 29), (5, 34), (6, 13), (7, 37), (8, 45), (9, 40), (10, 21), (12, 20), (14, 53), (15, 44), (16, 30), (17, 51), (18, 35), (22, 41), (23, 31), (24, 48), (25, 47), (26, 50), (28, 33), (32, 49), (36, 43), (38, 42), (46, 52)]",45296.681233088086
"[(131, 64), (53, 144), (85, 81), (78, 67), (144, 63), (136, 144), (119, 61), (125, 104), (54, 53), (61, 77), (79, 114), (127, 53), (121, 75), (141, 133), (139, 119), (103, 78), (107, 125), (85, 50), (147, 70), (139, 104), (93, 85), (69, 77), (147, 93), (63, 61), (98, 62), (95, 94), (127, 83), (55, 143), (108, 118), (65, 98), (60, 120), (87, 130), (129, 96), (123, 74), (140, 58), (55, 134), (79, 148), (87, 60), (79, 62), (98, 85), (108, 131), (96, 70), (97, 95), (76, 135), (84, 139), (137, 132), (59, 127), (131, 71), (118, 143), (81, 70), (109, 98), (84, 131), (138, 121), (78, 137)]","[(0, 50), (1, 25), (2, 6), (3, 51), (4, 18), (5, 24), (7, 39), (8, 15), (9, 22), (10, 16), (11, 53), (12, 23), (13, 48), (14, 26), (17, 42), (19, 43), (20, 28), (21, 45), (27, 40), (29, 37), (30, 32), (31, 38), (33, 52), (34, 41), (35, 47), (36, 49), (44, 46)]",40545.85464553511
"[(131, 64), (53, 144), (85, 81), (78, 67), (144, 63), (136, 144), (119, 61), (125, 104), (54, 53), (61, 77), (79, 114), (127, 53), (121, 75), (141, 133), (139, 119), (103, 78), (107, 125), (85, 50), (147, 70), (139, 104), (93, 85), (69, 77), (147, 93), (63, 61), (98, 62), (95, 94), (127, 83), (55, 143), (108, 118), (65, 98), (60, 120), (87, 130), (129, 96), (123, 74), (140, 58), (55, 134), (79, 148), (87, 60), (79, 62), (98, 85), (108, 131), (96, 70), (97, 95), (76, 135), (84, 139), (137, 132), (59, 127), (131, 71)]","[(0, 34), (1, 16), (2, 23), (3, 10), (4, 13), (5, 31), (6, 39), (7, 38), (8, 18), (9, 25), (11, 19), (12, 45), (14, 44), (15, 47), (17, 32), (20, 36), (21, 37), (22, 43), (24, 33), (26, 27), (28, 42), (29, 40), (30, 35), (41, 46)]",27536.268691703848
"[(131, 64), (53, 144), (85, 81), (78, 67), (144, 63), (136, 144), (119, 61), (125, 104), (54, 53), (61, 77), (79, 114), (127, 53), (121, 75), (141, 133), (139, 119), (103, 78), (107, 125), (85, 50), (147, 70), (139, 104), (93, 85), (69, 77), (147, 93), (63, 61), (98, 62), (95, 94), (127, 83), (55, 143), (108, 118), (65, 98), (60, 120), (87, 130), (129, 96), (123, 74), (140, 58), (55, 134), (79, 148), (87, 60)]","[(0, 32), (1, 29), (2, 18), (3, 20), (4, 14), (5, 21), (6, 10), (7, 25), (8, 35), (9, 34), (11, 17), (12, 22), (13, 23), (15, 26), (16, 36), (19, 33), (24, 37), (27, 31), (28, 30)]",14749.062587161425
"[(131, 64), (53, 144), (85, 81), (78, 67), (144, 63), (136, 144), (119, 61), (125, 104), (54, 53), (61, 77), (79, 114), (127, 53), (121, 75), (141, 133), (139, 119), (103, 78), (107, 125), (85, 50), (147, 70), (139, 104), (93, 85), (69, 77)]","[(0, 5), (1, 20), (2, 14), (3, 21), (4, 15), (6, 10), (7, 9), (8, 17), (11, 18), (12, 19), (13, 16)]",5007.873592845723
"[(131, 64), (53, 144), (85, 81), (78, 67), (144, 63), (136, 144), (119, 61), (125, 104), (54, 53), (61, 77), (79, 114), (127, 53), (121, 75), (141, 133), (139, 119), (103, 78), (107, 125), (85, 50), (147, 70), (139, 104), (93, 85), (69, 77), (147, 93), (63, 61), (98, 62), (95, 94), (127, 83), (55, 143), (108, 118), (65, 98), (60, 120), (87, 130), (129, 96), (123, 74), (140, 58), (55, 134), (79, 148), (87, 60), (79, 62), (98, 85), (108, 131), (96, 70), (97, 95), (76, 135)]","[(0, 12), (1, 10), (2, 19), (3, 8), (4, 40), (5, 11), (6, 37), (7, 28), (9, 21), (13, 18), (14, 32), (15, 31), (16, 26), (17, 22), (20, 41), (23, 38), (24, 33), (25, 39), (27, 35), (29, 30), (34, 42), (36, 43)]",21466.250470727227
"[(131, 64), (53, 144), (85, 81), (78, 67), (144, 63), (136, 144), (119, 61), (125, 104), (54, 53), (61, 77), (79, 114), (127, 53), (121, 75), (141, 133), (139, 119), (103, 78), (107, 125), (85, 50), (147, 70), (139, 104)]","[(0, 17), (1, 18), (2, 10), (3, 12), (4, 6), (5, 9), (7, 11), (8, 15), (13, 14), (16, 19)]",5929.228487548927
"[(131, 64), (53, 144), (85, 81), (78, 67), (144, 63), (136, 144), (119, 61), (125, 104), (54, 53), (61, 77), (79, 114), (127, 53), (121, 75), (141, 133), (139, 119), (103, 78), (107, 125), (85, 50), (147, 70), (139, 104), (93, 85), (69, 77), (147, 93), (63, 61), (98, 62), (95, 94), (127, 83), (55, 143), (108, 118), (65, 98), (60, 120), (87, 130), (129, 96), (123, 74), (140, 58), (55, 134), (79, 148), (87, 60), (79, 62), (98, 85), (108, 131), (96, 70)]","[(0, 17), (1, 26), (2, 20), (3, 21), (4, 27), (5, 31), (6, 12), (7, 29), (8, 18), (9, 22), (10, 11), (13, 16), (14, 33), (15, 36), (19, 30), (23, 34), (24, 25), (28, 38), (32, 40), (35, 41), (37, 39)]",19178.719206634938
"[(131, 64), (53, 144), (85, 81), (78, 67), (144, 63), (136, 144), (119, 61), (125, 104), (54, 53), (61, 77), (79, 114), (127, 53), (121, 75), (141, 133), (139, 119), (103, 78), (107, 125), (85, 50), (147, 70), (139, 104)]","[(0, 11), (1, 7), (2, 5), (3, 8), (4, 12), (6, 17), (9, 19), (10, 13), (14, 15), (16, 18)]",4405.854357205726
"[(131, 64), (53, 144), (85, 81), (78, 67), (144, 63), (136, 144), (119, 61), (125, 104), (54, 53), (61, 77), (79, 114), (127, 53), (121, 75), (141, 133), (139, 119), (103, 78), (107, 125), (85, 50), (147, 70), (139, 104), (93, 85), (69, 77), (147, 93), (63, 61), (98, 62), (95, 94), (127, 83), (55, 143), (108, 118), (65, 98), (60, 120), (87, 130), (129, 96), (123, 74), (140, 58), (55, 134), (79, 148), (87, 60), (79, 62), (98, 85), (108, 131), (96, 70), (97, 95), (76, 135), (84, 139), (137, 132), (59, 127), (131, 71), (118, 143), (81, 70), (109, 98), (84, 131), (138, 121), (78, 137)]","[(0, 51), (1, 16), (2, 35), (3, 46), (4, 14), (5, 29), (6, 27), (7, 23), (8, 19), (9, 53), (10, 48), (11, 37), (12, 52), (13, 21), (15, 50), (17, 43), (18, 32), (20, 22), (24, 36), (25, 49), (26, 42), (28, 47), (30, 45), (31, 41), (33, 38), (34, 40), (39, 44)]",37700.09474749019
"[(131, 64), (53, 144), (85, 81), (78, 67), (144, 63), (136, 144), (119, 61), (125, 104), (54, 53), (61, 77), (79, 114), (127, 53), (121, 75), (141, 133), (139, 119), (103, 78), (107, 125), (85, 50), (147, 70), (139, 104), (93, 85), (69, 77), (147, 93), (63, 61), (98, 62), (95, 94), (127, 83), (55, 143), (108, 118), (65, 98), (60, 120), (87, 130), (129, 96), (123, 74), (140, 58), (55, 134), (79, 148), (87, 60), (79, 62), (98, 85), (108, 131), (96, 70), (97, 95), (76, 135), (84, 139), (137, 132), (59, 127), (131, 71)]","[(0, 31), (1, 19), (2, 22), (3, 33), (4, 15), (5, 9), (6, 8), (7, 39), (10, 14), (11, 18), (12, 40), (13, 34), (16, 21), (17, 47), (20, 38), (23, 30), (24, 25), (26, 42), (27, 32), (28, 44), (29, 45), (35, 41), (36, 37), (43, 46)]",30843.196407110623
"[(131, 64), (53, 144), (85, 81), (78, 67), (144, 63), (136, 144), (119, 61), (125, 104), (54, 53), (61, 77), (79, 114), (127, 53), (121, 75), (141, 133), (139, 119), (103, 78), (107, 125), (85, 50), (147, 70), (139, 104), (93, 85), (69, 77), (147, 93), (63, 61), (98, 62), (95, 94), (127, 83), (55, 143), (108, 118), (65, 98), (60, 120), (87, 130), (129, 96), (123, 74), (140, 58), (55, 134), (79, 148), (87, 60)]","[(0, 14), (1, 26), (2, 4), (3, 10), (5, 32), (6, 23), (7, 33), (8, 11), (9, 18), (12, 31), (13, 37), (15, 22), (16, 20), (17, 36), (19, 30), (21, 27), (24, 34), (25, 29), (28, 35)]",20700.451831049075
"[(131, 64), (53, 144), (85, 81), (78, 67), (144, 63), (136, 144), (119, 61), (125, 104), (54, 53), (61, 77), (79, 114), (127, 53), (121, 75), (141, 133), (139, 119), (103, 78), (107, 125), (85, 50), (147, 70), (139, 104), (93, 85), (69, 77)]","[(0, 17), (1, 19), (2, 5), (3, 11), (4, 20), (6, 12), (7, 9), (8, 18), (10, 21), (13, 14), (15, 16)]",6021.3863038792715
"[(131, 64), (53, 144), (85, 81), (78, 67), (144, 63), (136, 144), (119, 61), (125, 104), (54, 53), (61, 77), (79, 114), (127, 53), (121, 75), (141, 133), (139, 119), (103, 78), (107, 125), (85, 50), (147, 70), (139, 104), (93, 85), (69, 77), (147, 93), (63, 61), (98, 62), (95, 94), (127, 83), (55, 143), (108, 118), (65, 98), (60, 120), (87, 130), (129, 96), (123, 74), (140, 58), (55, 134), (79, 148), (87, 60), (79, 62), (98, 85)]","[(0, 5), (1, 11), (2, 9), (3, 13), (4, 15), (6, 39), (7, 22), (8, 31), (10, 32), (12, 21), (14, 35), (16, 38), (17, 36), (18, 20), (19, 24), (23, 30), (25, 26), (27, 34), (28, 33), (29, 37)]",20119.572449989337
"[(131, 64), (53, 144), (85, 81), (78, 67), (144, 63), (136, 144), (119, 61), (125, 104), (54, 53), (61, 77), (79, 114), (127, 53), (121, 75), (141, 133), (139, 119), (103, 78), (107, 125), (85, 50), (147, 70), (139, 104), (93, 85), (69, 77), (147, 93), (63, 61), (98, 62), (95, 94), (127, 83), (55, 143), (108, 118), (65, 98), (60, 120), (87, 130), (129, 96), (123, 74), (140, 58), (55, 134), (79, 148), (87, 60), (79, 62), (98, 85), (108, 131), (96, 70), (97, 95), (76, 135), (84, 139), (137, 132), (59, 127), (131, 71), (118, 143), (81, 70), (109, 98), (84, 131), (138, 121), (78, 137), (91, 148), (149, 57), (79, 54), (90, 101), (84, 58), (77, 122), (141, 90), (77, 133)]","[(0, 61), (1, 43), (2, 30), (3, 28), (4, 60), (5, 35), (6, 41), (7, 12), (8, 29), (9, 19), (10, 53), (11, 48), (13, 15), (14, 47), (16, 32), (17, 56), (18, 54), (20, 55), (21, 23), (22, 24), (25, 46), (26, 34), (27, 51), (31, 44), (33, 36), (37, 38), (39, 59), (40, 52), (42, 58), (45, 49), (50, 57)]",51341.74622534257
"[(131, 64), (53, 144), (85, 81), (78, 67), (144, 63), (136, 144), (119, 61), (125, 104), (54, 53), (61, 77), (79, 114), (127, 53), (121, 75), (141, 133), (139, 119), (103, 78), (107, 125), (85, 50), (147, 70), (139, 104)]","[(0, 17), (1, 14), (2, 11), (3, 6), (4, 13), (5, 18), (7, 9), (8, 10), (12, 19), (15, 16)]",4852.751380358625
"[(131, 64), (53, 144), (85, 81), (78, 67), (144, 63), (136, 144), (119, 61), (125, 104), (54, 53), (61, 77), (79, 114), (127, 53), (121, 75), (141, 133), (139, 119), (103, 78), (107, 125), (85, 50), (147, 70), (139, 104), (93, 85), (69, 77), (147, 93), (63, 61), (98, 62), (95, 94), (127, 83), (55, 143)]","[(0, 18), (1, 12), (2, 8), (3, 7), (4, 5), (6, 17), (9, 21), (10, 11), (13, 15), (14, 19), (16, 27), (20, 23), (22, 24), (25, 26)]",7753.305720414747
"[(131, 64), (53, 144), (85, 81), (78, 67), (144, 63), (136, 144), (119, 61), (125, 104), (54, 53), (61, 77), (79, 114), (127, 53), (121, 75), (141, 133), (139, 119), (103, 78), (107, 125), (85, 50), (147, 70), (139, 104), (93, 85), (69, 77), (147, 93), (63, 61), (98, 62), (95, 94), (127, 83), (55, 143), (108, 118), (65, 98), (60, 120), (87, 130), (129, 96), (123, 74), (140, 58), (55, 134), (79, 148), (87, 60)]","[(0, 30), (1, 34), (2, 33), (3, 7), (4, 22), (5, 9), (6, 32), (8, 20), (10, 16), (11, 23), (12, 28), (13, 25), (14, 15), (17, 36), (18, 26), (19, 37), (21, 35), (24, 31), (27, 29)]",21026.68393759659
"[(131, 64), (53, 144), (85, 81), (78, 67), (144, 63), (136, 144), (119, 61), (125, 104), (54, 53), (61, 77), (79, 114), (127, 53), (121, 75), (141, 133), (139, 119), (103, 78), (107, 125), (85, 50), (147, 70), (139, 104)]","[(0, 16), (1, 2), (3, 8), (4, 6), (5, 9), (7, 18), (10, 13), (11, 14), (12, 15), (17, 19)]",5945.78927552193
"[(131, 64), (53, 144), (85, 81), (78, 67), (144, 63), (136, 144), (119, 61), (125, 104), (54, 53), (61, 77), (79, 114), (127, 53), (121, 75), (141, 133), (139, 119), (103, 78), (107, 125), (85, 50), (147, 70), (139, 104), (93, 85), (69, 77), (147, 93), (63, 61), (98, 62), (95, 94), (127, 83), (55, 143), (108, 118), (65, 98), (60, 120), (87, 130), (129, 96), (123, 74), (140, 58), (55, 134), (79, 148), (87, 60), (79, 62), (98, 85), (108, 131), (96, 70)]","[(0, 1), (2, 21), (3, 14), (4, 37), (5, 18), (6, 25), (7, 17), (8, 13), (9, 12), (10, 33), (11, 15), (16, 20), (19, 24), (22, 26), (23, 27), (28, 40), (29, 36), (30, 32), (31, 41), (34, 39), (35, 38)]",24811.275321124063
"[(131, 64), (53, 144), (85, 81), (78, 67), (144, 63), (136, 144), (119, 61), (125, 104), (54, 53), (61, 77), (79, 114), (127, 53), (121, 75), (141, 133), (139, 119), (103, 78), (107, 125), (85, 50), (147, 70), (139, 104), (93, 85), (69, 77), (147, 93), (63, 61), (98, 62), (95, 94), (127, 83), (55, 143), (108, 118), (65, 98), (60, 120), (87, 130), (129, 96), (123, 74)]","[(0, 8), (1, 12), (2, 14), (3, 28), (4, 25), (5, 17), (6, 9), (7, 23), (10, 33), (11, 18), (13, 22), (15, 29), (16, 21), (19, 32), (20, 24), (26, 30), (27, 31)]",12985.093326416942
"[(131, 64), (53, 144), (85, 81), (78, 67), (144, 63), (136, 144), (119, 61), (125, 104), (54, 53), (61, 77), (79, 114), (127, 53), (121, 75), (141, 133), (139, 119), (103, 78), (107, 125), (85, 50), (147, 70), (139, 104), (93, 85), (69, 77), (147, 93), (63, 61), (98, 62), (95, 94), (127, 83), (55, 143), (108, 118), (65, 98), (60, 120), (87, 130), (129, 96), (123, 74), (140, 58), (55, 134), (79, 148), (87, 60), (79, 62), (98, 85), (108, 131), (96, 70), (97, 95), (76, 135), (84, 139), (137, 132), (59, 127), (131, 71), (118, 143), (81, 70), (109, 98), (84, 131)]","[(0, 18), (1, 36), (2, 33), (3, 4), (5, 26), (6, 9), (7, 43), (8, 34), (10, 23), (11, 15), (12, 45), (13, 19), (14, 47), (16, 42), (17, 25), (20, 31), (21, 48), (22, 44), (24, 39), (27, 37), (28, 35), (29, 41), (30, 46), (32, 50), (38, 40), (49, 51)]",35686.3239056011
"[(131, 64), (53, 144), (85, 81), (78, 67), (144, 63), (136, 144), (119, 61), (125, 104), (54, 53), (61, 77), (79, 114), (127, 53), (121, 75), (141, 133), (139, 119), (103, 78), (107, 125), (85, 50), (147, 70), (139, 104), (93, 85), (69, 77), (147, 93), (63, 61), (98, 62), (95, 94)]","[(0, 9), (1, 19), (2, 16), (3, 23), (4, 11), (5, 24), (6, 15), (7, 22), (8, 14), (10, 17), (12, 25), (13, 18), (20, 21)]",7825.014546042236
"[(131, 64), (53, 144), (85, 81), (78, 67), (144, 63), (136, 144), (119, 61), (125, 104), (54, 53), (61, 77), (79, 114), (127, 53), (121, 75), (141, 133), (139, 119), (103, 78), (107, 125), (85, 50), (147, 70), (139, 104), (93, 85), (69, 77), (147, 93), (63, 61)]","[(0, 6), (1, 12), (2, 17), (3, 18), (4, 21), (5, 11), (7, 8), (9, 14), (10, 19), (13, 20), (15, 22), (16, 23)]",6609.308805914729
"[(131, 64), (53, 144), (85, 81), (78, 67), (144, 63), (136, 144), (119, 61), (125, 104), (54, 53), (61, 77), (79, 114), (127, 53), (121, 75), (141, 133), (139, 119), (103, 78), (107, 125), (85, 50), (147, 70), (139, 104), (93, 85), (69, 77), (147, 93), (63, 61), (98, 62), (95, 94), (127, 83), (55, 143), (108, 118), (65, 98), (60, 120), (87, 130), (129, 96), (123, 74), (140, 58), (55, 134), (79, 148), (87, 60), (79, 62), (98, 85), (108, 131), (96, 70), (97, 95), (76, 135), (84, 139), (137, 132), (59, 127), (131, 71), (118, 143), (81, 70), (109, 98), (84, 131), (138, 121), (78, 137)]","[(0, 5), (1, 16), (2, 35), (3, 37), (4, 26), (6, 32), (7, 51), (8, 47), (9, 30), (10, 21), (11, 46), (12, 29), (13, 36), (14, 34), (15, 24), (17, 50), (18, 49), (19, 41), (20, 40), (22, 39), (23, 48), (25, 28), (27, 31), (33, 52), (38, 42), (43, 53), (44, 45)]",37368.20122131629
"[(131, 64), (53, 144), (85, 81), (78, 67), (144, 63), (136, 144), (119, 61), (125, 104), (54, 53), (61, 77), (79, 114), (127, 53), (121, 75), (141, 133), (139, 119), (103, 78), (107, 125), (85, 50), (147, 70), (139, 104)]","[(0, 13), (1, 18), (2, 19), (3, 9), (4, 11), (5, 8), (6, 15), (7, 17), (10, 14), (12, 16)]",4832.989813627582
"[(131, 64), (53, 144), (85, 81), (78, 67), (144, 63), (136, 144), (119, 61), (125, 104), (54, 53), (61, 77), (79, 114), (127, 53), (121, 75), (141, 133), (139, 119), (103, 78), (107, 125), (85, 50), (147, 70), (139, 104), (93, 85), (69, 77), (147, 93), (63, 61), (98, 62), (95, 94), (127, 83), (55, 143), (108, 118), (65, 98), (60, 120), (87, 130), (129, 96), (123, 74), (140, 58), (55, 134), (79, 148), (87, 60), (79, 62), (98, 85), (108, 131), (96, 70)]","[(0, 16), (1, 8), (2, 7), (3, 37), (4, 6), (5, 20), (9, 18), (10, 11), (12, 17), (13, 35), (14, 41), (15, 33), (19, 29), (21, 39), (22, 31), (23, 32), (24, 34), (25, 27), (26, 40), (28, 38), (30, 36)]",19116.318236102525
"[(131, 64), (53, 144), (85, 81), (78, 67), (144, 63), (136, 144), (119, 61), (125, 104), (54, 53), (61, 77), (79, 114), (127, 53), (121, 75), (141, 133), (139, 119), (103, 78), (107, 125), (85, 50), (147, 70), (139, 104), (93, 85), (69, 77), (147, 93), (63, 61)]","[(0, 5), (1, 17), (2, 14), (3, 21), (4, 6), (7, 10), (8, 19), (9, 15), (11, 22), (12, 16), (13, 18), (20, 23)]",8286.327516161065
"[(131, 64), (53, 144), (85, 81), (78, 67), (144, 63), (136, 144), (119, 61), (125, 104), (54, 53), (61, 77), (79, 114), (127, 53), (121, 75), (141, 133), (139, 119), (103, 78), (107, 125), (85, 50), (147, 70), (139, 104), (93, 85), (69, 77), (147, 93), (63, 61), (98, 62), (95, 94)]","[(0, 14), (1, 9), (2, 3), (4, 15), (5, 23), (6, 8), (7, 12), (10, 19), (11, 13), (16, 18), (17, 20), (21, 24), (22, 25)]",6166.808724774205
"[(131, 64), (53, 144), (85, 81), (78, 67), (144, 63), (136, 144), (119, 61), (125, 104), (54, 53), (61, 77), (79, 114), (127, 53), (121, 75), (141, 133), (139, 119), (103, 78), (107, 125), (85, 50), (147, 70), (139, 104), (93, 85), (69, 77), (147, 93), (63, 61), (98, 62), (95, 94), (127, 83), (55, 143), (108, 118), (65, 98), (60, 120), (87, 130), (129, 96), (123, 74), (140, 58), (55, 134), (79, 148), (87, 60), (79, 62), (98, 85), (108, 131), (96, 70), (97, 95), (76, 135), (84, 139), (137, 132)]","[(0, 3), (1, 27), (2, 24), (4, 9), (5, 43), (6, 39), (7, 23), (8, 25), (10, 44), (11, 22), (12, 13), (14, 15), (16, 31), (17, 18), (19, 28), (20, 30), (21, 35), (26, 29), (32, 41), (33, 36), (34, 38), (37, 42), (40, 45)]",25019.730894361226
"[(131, 64), (53, 144), (85, 81), (78, 67), (144, 63), (136, 144), (119, 61), (125, 104), (54, 53), (61, 77), (79, 114), (127, 53), (121, 75), (141, 133), (139, 119), (103, 78), (107, 125), (85, 50), (147, 70), (139, 104), (93, 85), (69, 77), (147, 93), (63, 61), (98, 62), (95, 94), (127, 83), (55, 143), (108, 118), (65, 98), (60, 120), (87, 130), (129, 96), (123, 74)]","[(0, 23), (1, 18), (2, 22), (3, 32), (4, 19), (5, 6), (7, 29), (8, 10), (9, 21), (11, 12), (13, 20), (14, 33), (15, 26), (16, 17), (24, 28), (25, 31), (27, 30)]",15194.956519950838
"[(131, 64), (53, 144), (85, 81), (78, 67), (144, 63), (136, 144), (119, 61), (125, 104), (54, 53), (61, 77), (79, 114), (127, 53), (121, 75), (141, 133), (139, 119), (103, 78), (107, 125), (85, 50), (147, 70), (139, 104), (93, 85), (69, 77), (147, 93), (63, 61), (98, 62), (95, 94), (127, 83), (55, 143), (108, 118), (65, 98), (60, 120), (87, 130), (129, 96), (123, 74), (140, 58), (55, 134), (79, 148), (87, 60), (79, 62), (98, 85), (108, 131), (96, 70), (97, 95), (76, 135), (84, 139), (137, 132)]","[(0, 32), (1, 35), (2, 19), (3, 13), (4, 16), (5, 6), (7, 9), (8, 22), (10, 12), (11, 39), (14, 44), (15, 24), (17, 40), (18, 23), (20, 42), (21, 33), (25, 34), (26, 27), (28, 31), (29, 38), (30, 43), (36, 45), (37, 41)]",27464.308502638243
"[(131, 64), (53, 144), (85, 81), (78, 67), (144, 63), (136, 144), (119, 61), (125, 104), (54, 53), (61, 77), (79, 114), (127, 53), (121, 75), (141, 133), (139, 119), (103, 78), (107, 125), (85, 50), (147, 70), (139, 104), (93, 85), (69, 77), (147, 93), (63, 61), (98, 62), (95, 94), (127, 83), (55, 143), (108, 118), (65, 98), (60, 120), (87, 130), (129, 96), (123, 74), (140, 58), (55, 134), (79, 148), (87, 60), (79, 62), (98, 85), (108, 131), (96, 70), (97, 95), (76, 135), (84, 139), (137, 132), (59, 127), (131, 71), (118, 143), (81, 70), (109, 98), (84, 131), (138, 121), (78, 137), (91, 148), (149, 57), (79, 54), (90, 101), (84, 58), (77, 122), (141, 90), (77, 133), (113, 100), (132, 108)]","[(0, 42), (1, 23), (2, 26), (3, 14), (4, 20), (5, 31), (6, 16), (7, 49), (8, 50), (9, 53), (10, 54), (11, 34), (12, 48), (13, 63), (15, 32), (17, 35), (18, 58), (19, 47), (21, 60), (22, 36), (24, 55), (25, 27), (28, 38), (29, 43), (30, 56), (33, 44), (37, 62), (39, 40), (41, 61), (45, 51), (46, 59), (52, 57)]",53089.93887635845
